b1+	72.04438677012	0
b1++	36.52583162012	0
b2+	169.09714627012	24.6486397129729
b2++	85.05221137012	0
b3+	316.13253997012	50.3673555603856
b3++	158.56990822012	0
b4+	387.16965027012	30.6192390229567
b4++	194.08846337012	0
b5+	502.19658877012	59.9912293859958
b5++	251.60193262012	0
b6+	665.25991157012	23.859590582228
b6++	333.13359402012	0
b7+	794.30249927012	29.3901285438332
b7++	397.65488787012	0
b8+	881.33452367012	14.8811910891786
b8++	441.17090007012	0
b9+	994.41858157012	14.2551559883548
b9++	497.71292902012	0
b10+	1081.45060597012	5.50941501688305
b10++	541.22894122012	0
b11+	1168.48263037012	0
b11++	584.74495342012	0
b12+	1297.52521807012	0
b12++	649.26624727012	0
b13+	1444.56061177012	3.8812645602907
b13++	722.78394412012	0
b14+	1557.64466967012	0
b14++	779.32597307012	0
b15+	1628.68177997012	0
b15++	814.84452822012	0
b16+	1743.70871847012	0
b16++	872.35799747012	0
b17+	1906.77204127012	0
b17++	953.88965887012	0
b18+	2035.81462897012	0
b18++	1018.41095272012	0
y1+	147.11279687012	27.4195720919981
y1++	74.06003667012	0
y2+	276.15538457012	21.6771924239038
y2++	138.58133052012	0
y3+	439.21870737012	51.2695961231743
y3++	220.11299192012	0
y4+	554.24564587012	45.2691491739092
y4++	277.62646117012	0
y5+	625.28275617012	60.974594301703
y5++	313.14501632012	0
y6+	738.36681407012	24.5032281369869
y6++	369.68704527012	0
y7+	885.40220777012	16.6583501449524
y7++	443.20474212012	0
y8+	1014.44479547012	6.05501455646408
y8++	507.72603597012	0
y9+	1101.47681987012	23.7804560719282
y9++	551.24204817012	0
y10+	1188.50884427012	100
y10++	594.75806037012	0
y11+	1301.59290217012	25.8990262016353
y11++	651.30008932012	0
y12+	1388.62492657012	63.3624054442094
y12++	694.81610152012	0
y13+	1517.66751427012	39.6721045493925
y13++	759.33739537012	0
y14+	1680.73083707012	30.5782941844554
y14++	840.86905677012	0
y15+	1795.75777557012	20.0745272593132
y15++	898.38252602012	0
y16+	1866.79488587012	13.2687297763111
y16++	933.90108117012	0
y17+	2013.83027957012	4.22305829626614
y17++	1007.41877802012	0
y18+	2110.88303907012	0
y18++	1055.94515777012	17.9774627363703
